Year,Region,Index,Source,Category,Sub-category,Sub-sub-category,Total,CO2eq,Unit
1992,Newfoundland and Labrador,33,Buildings,,,,TRUE,1.02,Mt
1992,Newfoundland and Labrador,34,Buildings,Service Industry,,,FALSE,0.31,Mt
1992,Newfoundland and Labrador,35,Buildings,Residential,,,FALSE,0.72,Mt
1992,Newfoundland and Labrador,36,Agriculture,,,,TRUE,0.11,Mt
1992,Newfoundland and Labrador,37,Agriculture,On Farm Fuel Use,,,FALSE,0.07,Mt
1992,Newfoundland and Labrador,38,Agriculture,Crop Production,,,FALSE,0.00,Mt
1992,Newfoundland and Labrador,39,Agriculture,Animal Production,,,FALSE,0.04,Mt
1992,Newfoundland and Labrador,40,Waste,,,,TRUE,0.74,Mt
1992,Newfoundland and Labrador,41,Waste,Solid Waste,,,FALSE,0.68,Mt
1992,Newfoundland and Labrador,42,Waste,Wastewater,,,FALSE,0.03,Mt
1992,Newfoundland and Labrador,43,Waste,Waste Incineration,,,FALSE,0.03,Mt
1992,Newfoundland and Labrador,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.16,Mt
1992,Newfoundland and Labrador,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.05,Mt
1992,Newfoundland and Labrador,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.09,Mt
1992,Newfoundland and Labrador,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.02,Mt
1992,Northwest Territories and Nunavut,0,Territorial Inventory Total,,,,TRUE,1.57,Mt
1992,Northwest Territories and Nunavut,1,Oil and Gas,,,,TRUE,0.21,Mt
1992,Northwest Territories and Nunavut,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.20,Mt
1992,Northwest Territories and Nunavut,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.04,Mt
1992,Northwest Territories and Nunavut,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.16,Mt
1992,Northwest Territories and Nunavut,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,FALSE,0.16,Mt
1992,Northwest Territories and Nunavut,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,0.01,Mt
1992,Northwest Territories and Nunavut,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,0.01,Mt
1992,Northwest Territories and Nunavut,16,Electricity,,,,FALSE,0.13,Mt
1992,Northwest Territories and Nunavut,17,Transport,,,,TRUE,0.52,Mt
1992,Northwest Territories and Nunavut,18,Transport,Passenger Transport,,,TRUE,0.26,Mt
1992,Northwest Territories and Nunavut,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.07,Mt
1992,Northwest Territories and Nunavut,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.19,Mt
1992,Northwest Territories and Nunavut,21,Transport,Freight Transport,,,TRUE,0.22,Mt
1992,Northwest Territories and Nunavut,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.05,Mt
1992,Northwest Territories and Nunavut,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.18,Mt
1992,Northwest Territories and Nunavut,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.03,Mt
1992,Northwest Territories and Nunavut,25,Heavy Industry,,,,TRUE,0.07,Mt
1992,Northwest Territories and Nunavut,26,Heavy Industry,Mining,,,FALSE,0.07,Mt
1992,Northwest Territories and Nunavut,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,33,Buildings,,,,TRUE,0.55,Mt
1992,Northwest Territories and Nunavut,34,Buildings,Service Industry,,,FALSE,0.36,Mt
1992,Northwest Territories and Nunavut,35,Buildings,Residential,,,FALSE,0.19,Mt
1992,Northwest Territories and Nunavut,36,Agriculture,,,,TRUE,0.01,Mt
1992,Northwest Territories and Nunavut,37,Agriculture,On Farm Fuel Use,,,FALSE,0.01,Mt
1992,Northwest Territories and Nunavut,40,Waste,,,,TRUE,0.05,Mt
1992,Northwest Territories and Nunavut,41,Waste,Solid Waste,,,FALSE,0.04,Mt
1992,Northwest Territories and Nunavut,42,Waste,Wastewater,,,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
1992,Northwest Territories and Nunavut,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.04,Mt
1992,Northwest Territories and Nunavut,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.02,Mt
1992,Northwest Territories and Nunavut,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.02,Mt
1992,Northwest Territories and Nunavut,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
1992,Nova Scotia,0,Provincial Inventory Total,,,,TRUE,19.60,Mt
1992,Nova Scotia,1,Oil and Gas,,,,TRUE,0.75,Mt
1992,Nova Scotia,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.02,Mt
1992,Nova Scotia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.02,Mt
1992,Nova Scotia,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.01,Mt
1992,Nova Scotia,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,0.00,Mt
1992,Nova Scotia,7,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Frontier Oil Production,FALSE,0.01,Mt
1992,Nova Scotia,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,0.73,Mt
1992,Nova Scotia,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,0.73,Mt
1992,Nova Scotia,16,Electricity,,,,FALSE,7.50,Mt
1992,Nova Scotia,17,Transport,,,,TRUE,4.25,Mt
1992,Nova Scotia,18,Transport,Passenger Transport,,,TRUE,2.40,Mt
1992,Nova Scotia,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,2.14,Mt
1992,Nova Scotia,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.26,Mt
1992,Nova Scotia,21,Transport,Freight Transport,,,TRUE,1.36,Mt
1992,Nova Scotia,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.80,Mt
1992,Nova Scotia,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.56,Mt
1992,Nova Scotia,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.49,Mt
1992,Nova Scotia,25,Heavy Industry,,,,TRUE,0.77,Mt
1992,Nova Scotia,26,Heavy Industry,Mining,,,FALSE,0.11,Mt
1992,Nova Scotia,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
1992,Nova Scotia,28,Heavy Industry,Pulp and Paper,,,FALSE,0.39,Mt
1992,Nova Scotia,29,Heavy Industry,Iron and Steel,,,FALSE,0.06,Mt
1992,Nova Scotia,30,Heavy Industry,Cement,,,FALSE,0.16,Mt
1992,Nova Scotia,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1992,Nova Scotia,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.04,Mt
1992,Nova Scotia,33,Buildings,,,,TRUE,2.97,Mt
1992,Nova Scotia,34,Buildings,Service Industry,,,FALSE,0.97,Mt
1992,Nova Scotia,35,Buildings,Residential,,,FALSE,2.00,Mt
1992,Nova Scotia,36,Agriculture,,,,TRUE,0.72,Mt
1992,Nova Scotia,37,Agriculture,On Farm Fuel Use,,,FALSE,0.30,Mt
1992,Nova Scotia,38,Agriculture,Crop Production,,,FALSE,0.07,Mt
1992,Nova Scotia,39,Agriculture,Animal Production,,,FALSE,0.35,Mt
1992,Nova Scotia,40,Waste,,,,TRUE,0.93,Mt
1992,Nova Scotia,41,Waste,Solid Waste,,,FALSE,0.88,Mt
1992,Nova Scotia,42,Waste,Wastewater,,,FALSE,0.05,Mt
1992,Nova Scotia,44,Coal Production,,,,FALSE,1.33,Mt
1992,Nova Scotia,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.38,Mt
1992,Nova Scotia,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.22,Mt
1992,Nova Scotia,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.13,Mt
1992,Nova Scotia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.03,Mt
1992,Ontario,0,Provincial Inventory Total,,,,TRUE,182.59,Mt
1992,Ontario,1,Oil and Gas,,,,TRUE,11.08,Mt
1992,Ontario,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,4.34,Mt
1992,Ontario,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.28,Mt
1992,Ontario,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.06,Mt
1992,Ontario,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,0.06,Mt
1992,Ontario,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,4.01,Mt
1992,Ontario,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,6.74,Mt
1992,Ontario,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,6.28,Mt
1992,Ontario,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.45,Mt
1992,Ontario,16,Electricity,,,,FALSE,27.22,Mt
1992,Ontario,17,Transport,,,,TRUE,39.69,Mt
1992,Ontario,18,Transport,Passenger Transport,,,TRUE,25.42,Mt
1992,Ontario,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,23.50,Mt
1992,Ontario,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,1.92,Mt
1992,Ontario,21,Transport,Freight Transport,,,TRUE,7.46,Mt
1992,Ontario,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,6.88,Mt
1992,Ontario,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.58,Mt
1992,Ontario,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,6.81,Mt
1992,Ontario,25,Heavy Industry,,,,TRUE,44.34,Mt
1992,Ontario,26,Heavy Industry,Mining,,,FALSE,1.60,Mt
1992,Ontario,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,1.30,Mt
1992,Ontario,28,Heavy Industry,Pulp and Paper,,,FALSE,3.23,Mt
1992,Ontario,29,Heavy Industry,Iron and Steel,,,FALSE,17.26,Mt
1992,Ontario,30,Heavy Industry,Cement,,,FALSE,4.13,Mt
1992,Ontario,31,Heavy Industry,Lime and Gypsum,,,FALSE,1.77,Mt
1992,Ontario,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,15.07,Mt
1992,Ontario,33,Buildings,,,,TRUE,29.11,Mt
1992,Ontario,34,Buildings,Service Industry,,,FALSE,10.95,Mt
1992,Ontario,35,Buildings,Residential,,,FALSE,18.16,Mt
1992,Ontario,36,Agriculture,,,,TRUE,11.76,Mt
1992,Ontario,37,Agriculture,On Farm Fuel Use,,,FALSE,2.42,Mt
1992,Ontario,38,Agriculture,Crop Production,,,FALSE,2.29,Mt
1992,Ontario,39,Agriculture,Animal Production,,,FALSE,7.06,Mt
1992,Ontario,40,Waste,,,,TRUE,8.21,Mt
1992,Ontario,41,Waste,Solid Waste,,,FALSE,7.52,Mt
1992,Ontario,42,Waste,Wastewater,,,FALSE,0.61,Mt
1992,Ontario,43,Waste,Waste Incineration,,,FALSE,0.08,Mt
1992,Ontario,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,11.18,Mt
1992,Ontario,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,8.91,Mt
1992,Ontario,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,2.18,Mt
1992,Ontario,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.09,Mt
1992,Prince Edward Island,0,Provincial Inventory Total,,,,TRUE,1.72,Mt
1992,Prince Edward Island,1,Oil and Gas,,,,TRUE,0.00,Mt
1992,Prince Edward Island,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.00,Mt
1992,Prince Edward Island,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.00,Mt
1992,Prince Edward Island,16,Electricity,,,,FALSE,0.05,Mt
1992,Prince Edward Island,17,Transport,,,,TRUE,0.55,Mt
1992,Prince Edward Island,18,Transport,Passenger Transport,,,TRUE,0.36,Mt
1992,Prince Edward Island,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.35,Mt
1992,Prince Edward Island,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.01,Mt
1992,Prince Edward Island,21,Transport,Freight Transport,,,TRUE,0.12,Mt
1992,Prince Edward Island,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.09,Mt
1992,Prince Edward Island,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.03,Mt
1992,Prince Edward Island,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.06,Mt
1992,Prince Edward Island,25,Heavy Industry,,,,TRUE,0.00,Mt
1992,Prince Edward Island,26,Heavy Industry,Mining,,,FALSE,0.00,Mt
1992,Prince Edward Island,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
1992,Prince Edward Island,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
1992,Prince Edward Island,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
1992,Prince Edward Island,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
1992,Prince Edward Island,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1992,Prince Edward Island,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
1992,Prince Edward Island,33,Buildings,,,,TRUE,0.55,Mt
1992,Prince Edward Island,34,Buildings,Service Industry,,,FALSE,0.20,Mt
1992,Prince Edward Island,35,Buildings,Residential,,,FALSE,0.35,Mt
1992,Prince Edward Island,36,Agriculture,,,,TRUE,0.38,Mt
1992,Prince Edward Island,37,Agriculture,On Farm Fuel Use,,,FALSE,0.07,Mt
1992,Prince Edward Island,38,Agriculture,Crop Production,,,FALSE,0.10,Mt
1992,Prince Edward Island,39,Agriculture,Animal Production,,,FALSE,0.21,Mt
1992,Prince Edward Island,40,Waste,,,,TRUE,0.10,Mt
1992,Prince Edward Island,41,Waste,Solid Waste,,,FALSE,0.09,Mt
1992,Prince Edward Island,42,Waste,Wastewater,,,FALSE,0.01,Mt
1992,Prince Edward Island,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
1992,Prince Edward Island,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.10,Mt
1992,Prince Edward Island,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.08,Mt
1992,Prince Edward Island,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.02,Mt
1992,Prince Edward Island,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
1992,Quebec,0,Provincial Inventory Total,,,,TRUE,80.26,Mt
1992,Quebec,1,Oil and Gas,,,,TRUE,3.42,Mt
1992,Quebec,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.28,Mt
1992,Quebec,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.28,Mt
1992,Quebec,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,3.14,Mt
1992,Quebec,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,3.08,Mt
1992,Quebec,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.06,Mt
1992,Quebec,16,Electricity,,,,FALSE,0.95,Mt
1992,Quebec,17,Transport,,,,TRUE,23.13,Mt
1992,Quebec,18,Transport,Passenger Transport,,,TRUE,14.84,Mt
1992,Quebec,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,13.99,Mt
1992,Quebec,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.85,Mt
1992,Quebec,21,Transport,Freight Transport,,,TRUE,4.71,Mt
1992,Quebec,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,3.82,Mt
1992,Quebec,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.89,Mt
1992,Quebec,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,3.58,Mt
1992,Quebec,25,Heavy Industry,,,,TRUE,23.22,Mt
1992,Quebec,26,Heavy Industry,Mining,,,FALSE,1.99,Mt
1992,Quebec,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,12.46,Mt
1992,Quebec,28,Heavy Industry,Pulp and Paper,,,FALSE,4.13,Mt
1992,Quebec,29,Heavy Industry,Iron and Steel,,,FALSE,0.88,Mt
1992,Quebec,30,Heavy Industry,Cement,,,FALSE,1.94,Mt
1992,Quebec,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.48,Mt
1992,Quebec,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,1.35,Mt
1992,Quebec,33,Buildings,,,,TRUE,11.65,Mt
1992,Quebec,34,Buildings,Service Industry,,,FALSE,4.83,Mt
1992,Quebec,35,Buildings,Residential,,,FALSE,6.82,Mt
1992,Quebec,36,Agriculture,,,,TRUE,7.74,Mt
1992,Quebec,37,Agriculture,On Farm Fuel Use,,,FALSE,1.28,Mt
1992,Quebec,38,Agriculture,Crop Production,,,FALSE,1.53,Mt
1992,Quebec,39,Agriculture,Animal Production,,,FALSE,4.93,Mt
1992,Quebec,40,Waste,,,,TRUE,5.30,Mt
1992,Quebec,41,Waste,Solid Waste,,,FALSE,4.79,Mt
1992,Quebec,42,Waste,Wastewater,,,FALSE,0.34,Mt
1992,Quebec,43,Waste,Waste Incineration,,,FALSE,0.17,Mt
1992,Quebec,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,4.82,Mt
1992,Quebec,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,3.34,Mt
1992,Quebec,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,1.29,Mt
1992,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.20,Mt
1992,Saskatchewan,0,Provincial Inventory Total,,,,TRUE,52.14,Mt
1992,Saskatchewan,1,Oil and Gas,,,,TRUE,17.04,Mt
1992,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,15.92,Mt
1992,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,2.92,Mt
1992,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,8.40,Mt
1992,Saskatchewan,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,4.27,Mt
1992,Saskatchewan,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,FALSE,4.13,Mt
1992,Saskatchewan,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,TRUE,1.36,Mt
1992,Saskatchewan,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,FALSE,1.36,Mt
1992,Saskatchewan,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,3.24,Mt
1992,Saskatchewan,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,1.12,Mt
1992,Saskatchewan,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,0.56,Mt
1992,Saskatchewan,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.56,Mt
1992,Saskatchewan,16,Electricity,,,,FALSE,12.83,Mt
1992,Saskatchewan,17,Transport,,,,TRUE,5.48,Mt
1992,Saskatchewan,18,Transport,Passenger Transport,,,TRUE,3.02,Mt
1992,Saskatchewan,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,2.83,Mt
1992,Saskatchewan,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.19,Mt
1992,Saskatchewan,21,Transport,Freight Transport,,,TRUE,1.83,Mt
1992,Saskatchewan,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,1.79,Mt
1992,Saskatchewan,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.04,Mt
1992,Saskatchewan,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.63,Mt
1992,Saskatchewan,25,Heavy Industry,,,,TRUE,1.36,Mt
1992,Saskatchewan,26,Heavy Industry,Mining,,,FALSE,0.78,Mt
1992,Saskatchewan,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.01,Mt
1992,Saskatchewan,28,Heavy Industry,Pulp and Paper,,,FALSE,0.33,Mt
1992,Saskatchewan,29,Heavy Industry,Iron and Steel,,,FALSE,0.01,Mt
1992,Saskatchewan,30,Heavy Industry,Cement,,,FALSE,0.01,Mt
1992,Saskatchewan,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1992,Saskatchewan,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.23,Mt
1992,Saskatchewan,33,Buildings,,,,TRUE,3.03,Mt
1992,Saskatchewan,34,Buildings,Service Industry,,,FALSE,1.04,Mt
1992,Saskatchewan,35,Buildings,Residential,,,FALSE,1.99,Mt
1992,Saskatchewan,36,Agriculture,,,,TRUE,9.34,Mt
1992,Saskatchewan,37,Agriculture,On Farm Fuel Use,,,FALSE,2.60,Mt
1992,Saskatchewan,38,Agriculture,Crop Production,,,FALSE,1.92,Mt
1992,Saskatchewan,39,Agriculture,Animal Production,,,FALSE,4.82,Mt
1992,Saskatchewan,40,Waste,,,,TRUE,1.10,Mt
1992,Saskatchewan,41,Waste,Solid Waste,,,FALSE,1.02,Mt
1992,Saskatchewan,42,Waste,Wastewater,,,FALSE,0.08,Mt
1992,Saskatchewan,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
1992,Saskatchewan,44,Coal Production,,,,FALSE,0.04,Mt
1992,Saskatchewan,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,1.92,Mt
1992,Saskatchewan,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,1.76,Mt
1992,Saskatchewan,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.15,Mt
1992,Saskatchewan,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.01,Mt
1992,Yukon,0,Territorial Inventory Total,,,,TRUE,0.62,Mt
1992,Yukon,1,Oil and Gas,,,,TRUE,0.12,Mt
1992,Yukon,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.12,Mt
1992,Yukon,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.12,Mt
1992,Yukon,16,Electricity,,,,FALSE,0.05,Mt
1992,Yukon,17,Transport,,,,TRUE,0.29,Mt
1992,Yukon,18,Transport,Passenger Transport,,,TRUE,0.15,Mt
1992,Yukon,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.11,Mt
1992,Yukon,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.03,Mt
1992,Yukon,21,Transport,Freight Transport,,,TRUE,0.12,Mt
1992,Yukon,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.11,Mt
1992,Yukon,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.01,Mt
1992,Yukon,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.03,Mt
1992,Yukon,25,Heavy Industry,,,,TRUE,0.02,Mt
1992,Yukon,26,Heavy Industry,Mining,,,FALSE,0.02,Mt
1992,Yukon,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
1992,Yukon,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
1992,Yukon,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
1992,Yukon,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
1992,Yukon,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1992,Yukon,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
1992,Yukon,33,Buildings,,,,TRUE,0.09,Mt
1992,Yukon,34,Buildings,Service Industry,,,FALSE,0.07,Mt
1992,Yukon,35,Buildings,Residential,,,FALSE,0.02,Mt
1992,Yukon,36,Agriculture,,,,TRUE,0.01,Mt
1992,Yukon,37,Agriculture,On Farm Fuel Use,,,FALSE,0.01,Mt
1992,Yukon,40,Waste,,,,TRUE,0.02,Mt
1992,Yukon,41,Waste,Solid Waste,,,FALSE,0.02,Mt
1992,Yukon,42,Waste,Wastewater,,,FALSE,0.00,Mt
1992,Yukon,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.02,Mt
1992,Yukon,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.01,Mt
1992,Yukon,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.01,Mt
1992,Yukon,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
1993,Alberta,0,Provincial Inventory Total,,,,TRUE,179.49,Mt
1993,Alberta,1,Oil and Gas,,,,TRUE,71.06,Mt
1993,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,67.36,Mt
1993,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,27.71,Mt
1993,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,17.99,Mt
1993,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,10.49,Mt
1993,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,FALSE,7.49,Mt
1993,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,TRUE,16.71,Mt
1993,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,FALSE,2.49,Mt
1993,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,FALSE,4.34,Mt
